ok  	github.com/domainry/domainry-agent/internal/application	2.820s
ok  	github.com/domainry/domainry-agent/internal/infrastructure/persistence/database/agent	4.158s
ok  	github.com/domainry/domainry-agent/internal/transport/http/module	1.217s
ok  	github.com/domainry/domainry-agent/internal/capability	2.666s
ok  	github.com/domainry/domainry-agent/remote	2.746s
ok  	github.com/domainry/domainry-agent/server	0.874s
ok  	github.com/domainry/domainry-agent-sdk	2.288s
ok  	github.com/domainry/domainry-agent-sdk/businessrpc	(cached)
ok  	github.com/domainry/domainry-agent-sdk/persistence	(cached)
